run_id,game_name,opponent,opponent_race,map,outcome,scbw_exit_code,launched_at,finished_at,game_time_sec,jar_version,git_rev,frozen,telemetry_flag,telemetry_status,plan_flag,result_winner,result_is_crashed,result_realtime_outed,score_self_is_winner,score_self_building,score_self_kill,score_self_razing,score_self_unit,score_opp_is_winner,score_opp_building,score_opp_kill,score_opp_razing,score_opp_unit,econ_samples,econ_last_frame,econ_minerals_gathered,econ_minerals_spent,econ_gas_gathered,econ_gas_spent,econ_supply_used_peak,econ_supply_total_peak,econ_frame_time_avg,econ_frame_time_max,record_timestamp,record_is_winner,record_num_starting_locations,record_opener,record_build_order,record_detected_strategies,record_frame_count,observed_game_id,observed_build_order,observed_is_winner,observed_end_frame,observed_average_fps,observed_engagement_count,observed_our_units_lost,observed_our_supply_lost,observed_enemy_units_killed,observed_enemy_supply_killed,observed_enemy_destroyed,observed_sample_interval_frames,observed_contact_radius_px,observed_merge_radius_px,observed_close_cooldown_frames,truth_self_created,truth_self_destroyed,truth_self_events,truth_opp_created,truth_opp_destroyed,truth_opp_types,truth_opp_events,truth_opp_last_frame,plan_events,plan_enqueued,plan_transitions,plan_completed,plan_cancelled,plan_units,plan_buildings,plan_tech,plan_upgrades,plan_queue_depth_peak,plan_last_frame,learn_opener,learn_build_order,learn_detected_strategies,learn_is_winner,learn_frame_count
20260904-031526,KU4HQ00E,Dave Churchill,Random,(2)Benzene.scx,WIN,0,2026-09-04T04:02:03,2026-09-04T04:05:12,187.6,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,660,2200,1125,1950,False,375,1000,0,1650,418,10032,2618,2450,440,200,40,50,3.146,6058.0,1788519903335,true,2,Overpool,1HatchSpire,1Base;EarlyRush,10046,e416cc39-ecd4-4e79-9e8c-d3c86411d166,1HatchSpire,1,10046,195.8516,10,21,21,38,44,40,8,320,512,240,27,20,918,26,40,5,761,9989,418,50,368,40,3,41,8,0,1,11,10046,Overpool,1HatchSpire,1Base;EarlyRush,true,10046
20260904-031526,KU4HQ07D,Tomas Cere,Protoss,(4)Roadrunner.scx,WIN,0,2026-09-04T04:02:10,2026-09-04T04:05:27,196.1,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,6200,4950,1850,False,1650,1050,0,3100,476,11424,2194,1850,0,0,43,50,2.947,6988.0,1788519916716,true,4,4Pool,4Pool,1Base,11441,b750d5e6-ab6e-44bb-8799-7cac04d83e24,4Pool,1,11441,66.3439,10,26,26,49,124,59,8,320,512,240,32,21,556,60,60,9,529,11410,225,39,186,32,0,38,1,0,0,7,11441,4Pool,4Pool,1Base,true,11441
20260904-031526,KU4HQ05S,WillBot,Random,(4)Python.scx,LOSS,0,2026-09-04T04:02:18,2026-09-04T04:06:23,244.2,0.63,6e32a9d,False,True,ok,True,WillBot,False,False,False,455,850,0,3850,True,2625,6550,1365,15000,1047,25128,4290,3925,0,0,49,66,2.662,9421.0,1788519973922,false,4,4Pool,4Pool,EarlyRush;1Base;Hydralisk,25143,0d081daa-ef0d-48d4-aed2-7148be61d4d1,4Pool,0,25143,248.1492,24,124,124,14,17,16,8,320,512,240,69,130,2492,44,17,19,2296,25166,934,102,832,72,34,87,15,0,0,10,25143,4Pool,4Pool,EarlyRush;1Base;Hydralisk,false,25143
20260904-031526,KU4HQ01P,MadMixR,Random,(4)Andromeda.scx,WIN,0,2026-09-04T04:02:19,2026-09-04T04:07:01,280.2,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,4635,32480,23700,34725,False,6525,56950,195,16240,1138,27312,34910,30825,10688,6750,246,288,3.428,10478.0,1788520014459,true,4,12Pool,3HatchHydra,1Base,27313,b8826e9f-c7eb-4867-b386-99d69ec0a655,3HatchHydra,1,27313,234.2268,12,201,363,109,362,217,8,320,512,240,23,215,4128,215,217,16,2538,27268,2941,419,2522,408,11,365,46,0,8,55,27313,12Pool,3HatchHydra,1Base,true,27313
20260904-031526,KU4HQ04I,Ecgberht,Terran,(4)FightingSpirit.scx,LOSS,0,2026-09-04T04:02:49,2026-09-04T04:06:19,208.0,0.63,6e32a9d,False,True,ok,True,Ecgberht,False,False,False,1445,1700,0,4975,True,2980,10000,4335,6675,655,15720,6138,6125,1408,1175,62,118,3.031,8640.0,1788519969528,false,4,12Hatch,3HatchLurker,1Base,15719,67dc21da-5ac1-4614-9351-baa3ba70a5b9,3HatchLurker,0,15719,255.2123,13,69,84,15,30,15,8,320,512,240,31,98,1200,135,15,17,1054,15720,846,141,705,83,47,108,29,1,3,38,15719,12Hatch,3HatchLurker,1Base,false,15719
20260904-031526,KU4HQ038,liongis,Zerg,(3)TauCross.scx,WIN,0,2026-09-04T04:03:30,2026-09-04T04:06:02,150.8,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,1400,0,850,False,375,50,0,1150,202,4848,826,800,0,0,25,34,4.73,9277.0,1788519955526,true,3,4Pool,4Pool,,4869,1b4d73d2-443f-4809-81d8-aeea611684fb,4Pool,1,4869,135.4461,2,1,1,15,28,15,8,320,512,240,14,1,196,7,15,6,202,4814,108,19,89,12,0,18,1,0,0,7,4869,4Pool,4Pool,,true,4869
20260904-031526,KU4HQ00F,Dave Churchill,Random,(2)Destination.scx,LOSS,0,2026-09-04T04:05:12,2026-09-04T04:08:18,183.9,0.63,6e32a9d,False,True,ok,True,Dave Churchill,False,False,False,1120,1500,0,1800,True,1425,2200,3360,4450,516,12384,2882,2800,312,200,35,52,2.248,5617.0,1788520089213,false,2,Overpool,3HatchMuta,1Base;2Gate;EarlyRush,12402,fa1217a3-0410-49cc-af6b-16b3af25b7f1,3HatchMuta,0,12402,233.7823,7,22,22,8,30,22,8,320,512,240,17,41,790,72,8,6,649,12421,595,91,504,41,40,62,28,0,1,42,12402,Overpool,3HatchMuta,1Base;2Gate;EarlyRush,false,12402
20260904-031526,KU4HQ07E,Tomas Cere,Protoss,(2)Benzene.scx,WIN,0,2026-09-04T04:05:27,2026-09-04T04:08:24,174.9,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,2600,4050,1550,False,1350,400,0,1300,381,9144,1682,1500,0,0,42,50,2.564,6527.0,1788520097725,true,2,4Pool,4Pool,1Base,9147,4c8c72a9-8941-41b3-aaf9-ff7cb2af0e0c,4Pool,1,9147,44.8683,10,9,9,22,52,31,8,320,512,240,26,8,374,31,31,8,303,9103,182,32,150,25,0,31,1,0,0,7,9147,4Pool,4Pool,1Base,true,9147
20260904-031526,KU4HQ08N,VOID,Terran,(3)NeoMoonGlaive.scx,WIN,0,2026-09-04T04:05:32,2026-09-04T04:09:29,235.9,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,2915,20700,9795,20500,False,3365,21550,0,9700,984,23616,17134,17050,6624,6575,177,184,2.955,7237.0,1788520158204,true,3,12Hatch,CrazyZerg,2RaxAcademy;1Base,23624,5a8f3fb3-9307-44d4-b969-1c753e0dd1fd,CrazyZerg,1,23624,183.3935,13,182,289,169,342,207,8,320,512,240,92,170,3244,209,207,18,2203,23574,2003,234,1769,221,6,194,30,0,10,25,23624,12Hatch,CrazyZerg,2RaxAcademy;1Base,true,23624
20260904-031526,KU4HQ039,liongis,Zerg,(4)Andromeda.scx,LOSS,0,2026-09-04T04:06:02,2026-09-04T04:09:14,189.9,0.63,6e32a9d,False,True,ok,True,liongis,False,False,False,1000,1750,0,3150,True,1365,4900,3000,4175,476,11424,4066,3850,352,100,44,70,3.321,10253.0,1788520147250,false,4,Overpool,SpeedlingAllIn,Hydralisk,11441,6edea298-3ebe-45cc-9d6d-b7941f6bdcb2,SpeedlingAllIn,0,11441,162.4192,10,84,84,35,35,36,8,320,512,240,45,88,1329,37,37,10,1220,11470,469,92,377,60,36,68,23,0,1,13,11441,Overpool,SpeedlingAllIn,Hydralisk,false,11441
20260904-031526,KU4HQ04J,Ecgberht,Terran,(4)Icarus.scm,WIN,0,2026-09-04T04:06:19,2026-09-04T04:10:12,232.2,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,1790,14650,5565,13150,False,1855,9650,0,7325,866,20784,13226,12475,4504,3925,156,168,2.691,7900.0,1788520205825,true,4,12Hatch,3HatchLurker,1Base,20803,3576e475-1cf2-4924-ba31-4dc75a7214d7,3HatchLurker,1,20803,195.2792,4,77,97,105,210,131,8,320,512,240,43,80,1910,130,132,14,1447,20771,1626,197,1429,176,11,175,15,1,6,38,20803,12Hatch,3HatchLurker,1Base,true,20803
20260904-031526,KU4HQ05T,WillBot,Random,(4)Roadrunner.scx,LOSS,0,2026-09-04T04:06:23,2026-09-04T04:10:41,256.4,0.63,6e32a9d,False,True,ok,True,WillBot,False,False,False,1420,13100,600,9250,True,5475,17400,4260,25450,1154,27696,11010,10850,416,200,104,120,2.803,7818.0,1788520235088,false,4,Overpool,SpeedlingAllIn,EarlyRush;1Base;2Gate,27716,657597f3-ad37-4923-8cb5-fbb634b6dcef,SpeedlingAllIn,0,27716,209.7834,28,315,315,51,190,58,8,320,512,240,158,325,3482,231,59,17,2597,27745,1615,208,1407,190,15,194,12,0,2,10,27716,Overpool,SpeedlingAllIn,EarlyRush;1Base;2Gate,false,27716
20260904-031526,KU4HQ01Q,MadMixR,Random,(4)CircuitBreaker.scx,LOSS,0,2026-09-04T04:07:01,2026-09-04T04:11:58,295.7,0.63,6e32a9d,False,True,ok,True,MadMixR,False,False,False,4505,28325,0,27900,True,13940,46345,13515,30850,1315,31560,28378,27800,6520,5650,160,222,3.415,9391.0,1788520308949,false,4,12Pool,CrazyZerg,EarlyRush;1Base,31560,0748192d-b0bc-41fe-97df-949f76ebf9ba,CrazyZerg,0,31560,119.9686,83,217,288,121,352,163,8,320,512,240,112,496,6141,526,171,32,5553,31580,11342,2454,8888,440,2315,2376,66,2,10,38,31560,12Pool,CrazyZerg,EarlyRush;1Base,false,31560
20260904-031526,KU4HQ00G,Dave Churchill,Random,(2)HeartbreakRidge.scx,LOSS,0,2026-09-04T04:08:18,2026-09-04T04:11:14,174.9,0.63,6e32a9d,False,True,ok,True,Dave Churchill,False,False,False,860,500,0,1550,True,975,2000,2580,3500,459,11016,2050,2050,152,0,32,36,3.181,7659.0,1788520267712,false,2,Overpool,3HatchHydra,1Base;2Gate;EarlyRush,11038,8ec53b91-ca56-4800-a5d3-d1647abaa720,3HatchHydra,0,11038,217.7455,10,24,24,3,10,3,8,320,512,240,19,38,580,57,3,5,630,11039,3479,987,2492,31,1106,963,23,0,1,49,11038,Overpool,3HatchHydra,1Base;2Gate;EarlyRush,false,11038
20260904-031526,KU4HQ07F,Tomas Cere,Protoss,(2)Destination.scx,WIN,0,2026-09-04T04:08:24,2026-09-04T04:11:18,172.3,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,2800,3525,1400,False,775,400,0,1400,339,8136,1514,1350,0,0,36,50,2.851,6862.0,1788520268526,true,2,4Pool,4Pool,1Base,8155,0858fa48-470f-47fa-931c-60da39831011,4Pool,1,8155,34.3128,6,9,9,23,56,30,8,320,512,240,23,8,363,30,30,7,305,8113,161,28,133,22,0,27,1,0,0,7,8155,4Pool,4Pool,1Base,true,8155
20260904-031526,KU4HQ03A,liongis,Zerg,(4)CircuitBreaker.scx,LOSS,0,2026-09-04T04:09:14,2026-09-04T04:11:50,154.3,0.63,6e32a9d,False,True,ok,True,liongis,False,False,False,375,100,0,1250,True,780,1450,1125,1850,314,7536,1194,1150,0,0,28,50,2.936,6993.0,1788520299534,false,4,4Pool,4Pool,1Base,7535,c4242ed5-b492-4f0a-99a3-42509cff1581,4Pool,0,7535,236.9859,5,32,32,2,2,2,8,320,512,240,20,27,499,26,3,8,645,7536,216,46,170,18,31,28,18,0,0,12,7535,4Pool,4Pool,1Base,false,7535
20260904-031526,KU4HQ08O,VOID,Terran,(3)TauCross.scx,WIN,0,2026-09-04T04:09:29,2026-09-04T04:12:35,184.3,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,2360,8650,8970,13100,False,3090,9050,0,4325,771,18504,12050,11825,4168,4100,160,166,2.212,7965.0,1788520347304,true,3,12Hatch,CrazyZerg,1Base,18509,931c1a69-0ea8-4524-b63d-f036b00651a7,CrazyZerg,1,18509,222.3724,8,64,91,73,146,104,8,320,512,240,49,74,1492,108,104,19,1276,18454,1655,160,1495,156,1,129,23,0,8,38,18509,12Hatch,CrazyZerg,1Base,true,18509
20260904-031526,KU4HQ04K,Ecgberht,Terran,(4)Jade.scx,LOSS,0,2026-09-04T04:10:12,2026-09-04T04:14:06,232.2,0.63,6e32a9d,False,True,ok,True,Ecgberht,False,False,False,2130,16200,0,20250,True,5855,36000,6390,22875,1076,25824,15586,15550,5160,5075,114,136,2.311,7520.0,1788520438004,false,4,12Hatch,3HatchLurker,1Base,25825,5e73aa6b-b938-46cb-9c60-7be8857974f1,3HatchLurker,0,25825,164.2745,27,175,269,100,200,116,8,320,512,240,54,238,3556,372,121,19,2791,25841,3225,366,2859,236,117,315,46,1,4,59,25825,12Hatch,3HatchLurker,1Base,false,25825
20260904-031526,KU4HQ05U,WillBot,Random,(2)Benzene.scx,LOSS,0,2026-09-04T04:10:41,2026-09-04T04:15:54,310.8,0.63,6e32a9d,False,True,ok,True,WillBot,False,False,False,5180,21750,0,32100,True,5290,55875,15540,25950,1427,34248,31922,31925,8440,8200,242,300,3.34,6562.0,1788520544219,false,2,Overpool,CrazyZerg,1Base;EarlyRush,34257,4bde4eee-32cf-469a-a0a8-1db15603b651,CrazyZerg,0,34257,197.2191,54,476,624,120,270,150,8,320,512,240,228,612,10015,401,161,23,5829,34276,11162,2343,8819,466,2155,1058,81,1192,12,31,34257,Overpool,CrazyZerg,1Base;EarlyRush,false,34257
20260904-031526,KU4HQ00H,Dave Churchill,Random,(3)NeoMoonGlaive.scx,LOSS,0,2026-09-04T04:11:14,2026-09-04T04:18:12,416.3,0.63,6e32a9d,False,True,ok,True,Dave Churchill,False,False,False,5070,2850,0,6050,True,850,8700,20835,8100,2135,51240,18594,13350,0,0,49,60,2.458,7154.0,1788520682730,false,3,Overpool,1HatchSpire,EarlyRush;1Base;Hydralisk,51245,0bd935a8-360a-434b-923b-71e685859ff7,1HatchSpire,0,51245,198.7661,24,67,67,54,57,64,8,320,512,240,38,151,6179,90,55,9,2428,51246,1495,198,1297,157,42,138,60,0,0,30,51245,Overpool,1HatchSpire,EarlyRush;1Base;Hydralisk,false,51245
20260904-031526,KU4HQ07G,Tomas Cere,Protoss,(2)HeartbreakRidge.scx,WIN,0,2026-09-04T04:11:18,2026-09-04T04:14:14,174.9,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,2400,2925,1200,False,575,450,0,1200,304,7296,1322,1150,0,0,31,34,3.08,7035.0,1788520447047,true,2,4Pool,4Pool,1Base,7318,23373734-e458-483a-a906-988cc36ae204,4Pool,1,7318,48.4663,4,9,9,20,48,25,8,320,512,240,21,9,265,25,25,5,226,7273,151,26,125,19,0,25,1,0,0,7,7318,4Pool,4Pool,1Base,true,7318
20260904-031526,KU4HQ03B,liongis,Zerg,(4)EmpireoftheSun.scm,LOSS,0,2026-09-04T04:11:50,2026-09-04T04:15:20,208.3,0.63,6e32a9d,False,True,ok,True,liongis,False,False,False,830,2700,0,3550,True,1485,5550,2490,5650,622,14928,3122,3075,1048,850,44,66,3.269,10718.0,1788520512786,false,4,Overpool,1HatchSpire,1Base;EarlyRush,14944,2db88681-eabb-4553-a5d0-e2a8b9234fa3,1HatchSpire,0,14944,240.3002,12,47,65,28,34,41,8,320,512,240,24,54,1022,32,42,14,1248,14962,515,67,448,43,21,52,14,0,1,19,14944,Overpool,1HatchSpire,1Base;EarlyRush,false,14944
20260904-031526,KU4HQ01R,MadMixR,Random,(4)EmpireoftheSun.scm,WIN,0,2026-09-04T04:11:58,2026-09-04T04:15:53,233.1,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,2545,21450,11595,14550,False,3765,9450,0,10725,772,18528,13234,12550,5536,5275,161,166,3.428,11365.0,1788520541669,true,4,12Pool,CrazyZerg,1Base,18540,ef574271-7394-4ff9-a59e-762fe6078911,CrazyZerg,1,18540,181.7423,14,75,108,101,266,137,8,320,512,240,50,71,1972,141,136,24,1299,18505,1241,167,1074,158,8,130,28,0,9,15,18540,12Pool,CrazyZerg,1Base,true,18540
20260904-031526,KU4HQ08P,VOID,Terran,(4)Andromeda.scx,LOSS,0,2026-09-04T04:12:35,2026-09-04T04:15:56,199.4,0.63,6e32a9d,False,True,ok,True,VOID,False,False,False,1795,3300,0,3500,True,3065,5250,5385,8350,798,19152,5322,5300,872,500,62,84,2.543,10128.0,1788520548655,false,4,12Hatch,CrazyZerg,1Base,19160,bc41a2b6-e744-49d3-aeff-a2796692a7a4,CrazyZerg,0,19160,289.5704,5,43,43,27,54,28,8,320,512,240,27,85,1058,178,28,16,1186,19190,915,129,786,75,39,109,18,0,2,41,19160,12Hatch,CrazyZerg,1Base,false,19160
20260904-031526,KU4HQ04L,Ecgberht,Terran,(4)LaMancha1.1.scx,WIN,0,2026-09-04T04:14:06,2026-09-04T04:17:24,196.0,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,1985,20400,7515,14350,False,2680,9950,0,10200,851,20424,13282,12750,4352,4125,158,168,2.295,6697.0,1788520635624,true,4,12Hatch,3HatchLurker,1Base,20431,00e7f9be-86aa-4c30-bba0-7bd20929dc2e,3HatchLurker,1,20431,235.5886,5,79,108,141,282,172,8,320,512,240,44,82,2092,177,176,17,1608,20397,1791,214,1577,181,35,184,21,1,8,45,20431,12Hatch,3HatchLurker,1Base,true,20431
20260904-031526,KU4HQ07H,Tomas Cere,Protoss,(3)NeoMoonGlaive.scx,WIN,0,2026-09-04T04:14:14,2026-09-04T04:17:11,175.0,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,3800,3525,1600,False,1175,800,0,1900,395,9480,1762,1550,0,0,36,50,2.758,6851.0,1788520624160,true,3,4Pool,4Pool,1Base,9488,dfdf5481-13cc-47b8-9951-2379a5a7aaae,4Pool,1,9488,29.5124,9,16,16,31,76,38,8,320,512,240,27,16,400,39,39,7,327,9442,187,32,155,26,0,31,1,0,0,7,9488,4Pool,4Pool,1Base,true,9488
20260904-031526,KU4HQ03C,liongis,Zerg,(4)FightingSpirit.scx,LOSS,0,2026-09-04T04:15:20,2026-09-04T04:18:23,181.2,0.63,6e32a9d,False,True,ok,True,liongis,False,False,False,375,550,0,1500,True,780,1950,1125,2350,368,8832,1570,1450,0,0,29,50,2.693,5891.0,1788520694383,false,4,4Pool,4Pool,1Base,8837,cbd45996-24f5-40f1-a009-ff2e25a62e42,4Pool,0,8837,210.5491,7,33,33,10,11,10,8,320,512,240,25,37,764,31,11,8,640,8838,242,60,182,24,41,32,28,0,0,11,8837,4Pool,4Pool,1Base,false,8837
20260904-031526,KU4HQ01S,MadMixR,Random,(4)FightingSpirit.scx,LOSS,0,2026-09-04T04:15:53,2026-09-04T04:18:49,174.9,0.63,6e32a9d,False,True,ok,True,MadMixR,False,False,False,880,200,0,1400,True,1025,1400,2760,3000,366,8784,2138,2100,232,150,28,52,3.389,8136.0,1788520721155,false,4,12Pool,3HatchHydra,2Gate;EarlyRush;1Base,8806,4a7569c8-a1a6-48a1-b1e5-52df7661f4b9,3HatchHydra,0,8806,216.8359,5,0,0,1,4,1,8,320,512,240,9,21,329,56,1,6,348,8807,4619,1648,2971,29,1881,1626,19,0,3,46,8806,12Pool,3HatchHydra,2Gate;EarlyRush;1Base,false,8806
20260904-031526,KU4HQ05V,WillBot,Random,(2)Destination.scx,LOSS,0,2026-09-04T04:15:54,2026-09-04T04:19:55,238.5,0.63,6e32a9d,False,True,ok,True,WillBot,False,False,False,455,2200,300,3550,True,4425,6075,1365,13900,936,22464,4186,3625,0,0,61,82,3.309,8142.0,1788520787056,false,2,4Pool,4Pool,1Base;2Gate;EarlyRush,22477,be68df30-504b-44f5-8e95-5da3bd90a550,4Pool,0,22477,230.3365,14,105,105,13,38,14,8,320,512,240,61,114,1879,180,14,16,1842,22508,727,86,641,65,23,72,14,0,0,9,22477,4Pool,4Pool,1Base;2Gate;EarlyRush,false,22477
20260904-031526,KU4HQ08Q,VOID,Terran,(4)CircuitBreaker.scx,LOSS,0,2026-09-04T04:15:56,2026-09-04T04:19:23,205.2,0.63,6e32a9d,False,True,ok,True,VOID,False,False,False,1570,3100,0,7650,True,4090,11660,4710,8325,846,20304,7658,7657,1752,1457,83,102,2.313,8687.0,1788520756106,false,4,12Hatch,CrazyZerg,1Base,20307,0baa059b-4d38-4665-9417-1cba2b05abde,CrazyZerg,0,20307,256.2857,16,78,102,25,50,26,8,320,512,240,42,135,1766,198,28,19,1616,20308,1422,167,1255,113,40,139,25,0,3,35,20307,12Hatch,CrazyZerg,1Base,false,20307
20260904-031526,KU4HQ07I,Tomas Cere,Protoss,(3)TauCross.scx,WIN,0,2026-09-04T04:17:11,2026-09-04T04:20:08,175.0,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,375,2600,3750,1350,False,850,500,0,1300,338,8112,1418,1350,0,0,34,50,2.903,7281.0,1788520800055,true,3,4Pool,4Pool,1Base,8124,ef6a4321-f2f5-412f-90ff-41fabe43d675,4Pool,1,8124,31.8491,4,10,10,22,52,30,8,320,512,240,22,10,317,30,30,7,240,8085,165,28,137,22,0,27,1,0,0,7,8124,4Pool,4Pool,1Base,true,8124
20260904-031526,KU4HQ04M,Ecgberht,Terran,(4)Python.scx,LOSS,0,2026-09-04T04:17:24,2026-09-04T04:21:06,220.2,0.63,6e32a9d,False,True,ok,True,Ecgberht,False,False,False,2230,13000,150,12500,True,4230,21450,6690,17375,968,23232,12074,12000,3432,3225,99,118,2.259,8734.0,1788520854373,false,4,12Hatch,3HatchLurker,1Base;2RaxAcademy,23252,aff69bcd-1b4e-4cc2-a97e-a2f768573faa,3HatchLurker,0,23252,185.2935,17,126,177,88,176,99,8,320,512,240,51,183,2492,298,101,20,2250,23269,2016,259,1757,181,61,219,32,1,7,50,23252,12Hatch,3HatchLurker,1Base;2RaxAcademy,false,23252
20260904-031526,KU4HQ00I,Dave Churchill,Random,(3)TauCross.scx,WIN,0,2026-09-04T04:18:12,2026-09-04T04:21:00,166.2,0.63,6e32a9d,False,True,ok,True,Infested Artosis,False,False,True,700,3900,2325,2000,False,775,350,0,1950,343,8232,2858,2850,272,100,57,68,2.937,7155.0,1788520851809,true,3,Overpool,SpeedlingAllIn,1Base,8248,230c35c5-2029-41b9-8e76-c1c90d1c56d8,SpeedlingAllIn,1,8248,211.8113,3,7,7,39,78,46,8,320,512,240,24,8,488,46,46,5,311,8208,330,48,282,40,0,43,4,0,1,11,8248,Overpool,SpeedlingAllIn,1Base,true,8248
20260904-031526,KU4HQ03D,liongis,Zerg,(4)Icarus.scm,LOSS,0,2026-09-04T04:18:23,2026-09-04T04:21:34,190.3,0.63,6e32a9d,False,True,ok,True,liongis,False,False,False,1040,3050,480,4150,True,1445,7300,3120,7375,599,14376,5082,4950,344,125,52,70,2.398,6680.0,1788520885644,false,4,Overpool,SpeedlingAllIn,Hydralisk,14386,5c2b3a2d-5ee6-4436-9312-d07e3f0336c2,SpeedlingAllIn,0,14386,193.3046,19,113,113,61,61,63,8,320,512,240,59,126,1691,38,65,10,1864,14411,1265,387,878,80,357,84,301,0,2,13,14386,Overpool,SpeedlingAllIn,Hydralisk,false,14386
20260904-031526,KU4HQ01T,MadMixR,Random,(4)Icarus.scm,LOSS,0,2026-09-04T04:18:49,2026-09-04T04:24:08,317.2,0.63,6e32a9d,False,True,ok,True,MadMixR,False,False,False,5160,23700,7425,27325,True,11065,50715,16380,38225,1652,39648,26426,26300,8728,7175,166,184,2.87,7726.0,1788521036811,false,4,12Pool,CrazyZerg,1Base,39651,54d6b4ad-e220-4dd6-892b-930c323b064f,CrazyZerg,0,39651,219.1382,60,275,427,209,464,241,8,320,512,240,116,427,6243,440,252,31,4311,39652,4554,476,4078,371,103,357,102,2,15,35,39651,12Pool,CrazyZerg,1Base,false,39651
20260904-031526,KU4HQ08R,VOID,Terran,(4)EmpireoftheSun.scm,LOSS,0,2026-09-04T04:19:23,2026-09-04T04:24:20,295.8,0.63,6e32a9d,False,True,ok,True,VOID,False,False,False,2990,19450,0,29250,True,5465,54810,8970,20450,1405,33720,22058,21700,8704,8475,131,150,3.275,9681.0,1788521051745,false,4,12Hatch,CrazyZerg,1Base,33730,2d27a90f-c7bc-418c-82ad-4cb9e68a3c3e,CrazyZerg,0,33730,176.7045,27,331,556,136,282,157,8,320,512,240,134,372,5600,394,146,20,4096,33759,2916,363,2553,287,61,299,53,0,11,37,33730,12Hatch,CrazyZerg,1Base,false,33730
20260904-031526,KU4HQ05W,WillBot,Random,(2)HeartbreakRidge.scx,LOSS,0,2026-09-04T04:19:55,2026-09-04T04:25:28,331.6,0.63,6e32a9d,False,True,ok,True,WillBot,False,False,False,1980,22600,1470,38100,True,3165,69535,5940,32925,1946,46704,22134,22025,10700,10375,102,118,2.53,7439.0,1788521118837,false,2,Overpool,1HatchSpire,Hydralisk;1Base,46719,b08267c3-a151-4e6a-a754-4deed3eb321c,1HatchSpire,0,46719,253.6191,62,368,677,102,172,135,8,320,512,240,122,381,11250,22,110,18,6396,46738,2387,313,2074,295,9,283,26,0,4,13,46719,Overpool,1HatchSpire,Hydralisk;1Base,false,46719
20260904-031526,KU4HQ07J,Tomas Cere,Protoss,(4)Andromeda.scx,LOSS,0,2026-09-04T04:20:08,2026-09-04T04:24:08,238.5,0.63,6e32a9d,False,True,ok,True,Tomas Cere,False,False,False,375,5400,3600,3500,True,3225,6800,1125,9800,1012,24288,4018,3550,0,0,35,50,2.445,9828.0,1788521036648,false,4,4Pool,4Pool,1Base,24306,be775fd8-fc44-49a8-a0c2-15ce4c665299,4Pool,0,24306,195.2841,19,117,117,45,108,95,8,320,512,240,63,125,1335,203,97,16,1477,24328,1129,316,813,66,291,294,22,0,0,10,24306,4Pool,4Pool,1Base,false,24306
20260904-031526,KU4HQ00J,Dave Churchill,Random,(4)Andromeda.scx,LOSS,0,2026-09-04T04:21:00,2026-09-04T04:24:06,183.9,0.63,6e32a9d,False,True,ok,True,Dave Churchill,False,False,False,900,300,0,1300,True,975,1550,2700,3200,407,9768,1938,1925,320,0,28,36,3.795,10642.0,1788521036824,false,4,Overpool,SpeedlingAllIn,1Base;2Gate;EarlyRush,9767,73f82444-d6a7-46fb-9cad-16cffb818dbb,SpeedlingAllIn,0,9767,186.6100,6,17,17,2,6,2,8,320,512,240,15,31,327,56,2,5,509,9768,451,91,360,28,65,41,49,0,1,32,9767,Overpool,SpeedlingAllIn,1Base;2Gate;EarlyRush,false,9767
20260904-031526,KU4HQ04N,Ecgberht,Terran,(4)Roadrunner.scx,LOSS,0,2026-09-04T04:21:06,2026-09-04T04:24:48,220.9,0.63,6e32a9d,False,True,ok,True,Ecgberht,False,False,False,1870,8750,0,8050,True,3155,14950,5610,10700,795,19080,9634,9288,2360,1788,82,116,2.854,8340.0,1788521078403,false,4,12Hatch,3HatchLurker,1Base;2RaxAcademy,19098,5977f5b4-4a6f-4ac4-8648-d52c7e7aa384,3HatchLurker,0,19098,235.4961,11,101,123,52,104,60,8,320,512,240,50,159,2102,194,61,18,1785,19128,1412,227,1185,140,72,195,27,1,4,42,19098,12Hatch,3HatchLurker,1Base;2RaxAcademy,false,19098
